Date,Beans,Berries,Other Fruits,Cruciferous Vegetables,Greens,Other Vegetables,Flaxseeds,Nuts,Spices,Whole Grains,Beverages,Exercise,Vitamin B12,Vitamin D,Omega 3,Meal Water,Meal NegCal,Meal Vinegar,Meal Undistracted,Meal 20 Minutes,Daily Black Cumin,Daily Garlic,Daily Ginger,Daily NutriYeast,Daily Cumin,Daily Green Tea,Daily Hydrate,Daily Deflour Diet,Daily Front-Load,Daily Time-Restrict,Exercise Timing,Weight Twice,Complete Intentions,Nightly Fast,Nightly Sleep,Nightly Trendelenbrug,Weight AM Time,Weight AM Value,Weight PM Time,Weight PM Value
20230301,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:40,65.2,21:43,64.8
20230302,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:32,65.4,22:55,64.6
20230303,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:43,65.6,22:37,64.4
20230304,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:30,65.8,21:35,64.2
20230305,3,1,0,1,2,0,0,0,1,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:16,66,21:09,64
20230306,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:47,66.2,23:39,63.8
20230307,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:19,66.3,21:41,63.7
20230308,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:36,66.5,23:50,63.5
20230309,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:40,66.6,21:36,63.4
20230310,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:40,66.7,21:17,63.3
20230311,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:47,66.8,21:10,63.2
20230312,3,1,0,0,2,0,0,1,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,09:11,66.9,23:02,63.1
20230313,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:15,67,23:05,63
20230314,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:30,67,22:34,63
20230315,3,1,0,1,2,0,0,1,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:20,67,21:59,63
20230316,3,1,0,1,0,0,0,1,1,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:15,67,22:15,63
20230317,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:45,67,23:56,63
20230318,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:22,66.9,21:16,63.1
20230319,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:11,66.8,23:32,63.2
20230320,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:02,66.7,23:48,63.3
20230321,3,1,0,1,2,0,0,0,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:59,66.6,23:09,63.4
20230322,3,1,0,0,2,0,0,1,1,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:49,66.5,22:06,63.5
20230323,3,1,0,0,1,0,0,0,0,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:20,66.3,21:22,63.7
20230324,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:14,66.2,22:39,63.8
20230325,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:32,66,23:22,64
20230326,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:05,65.8,22:14,64.2
20230327,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:23,65.6,22:13,64.4
20230328,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:29,65.4,23:37,64.6
20230329,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:13,65.2,23:15,64.8
20230330,3,1,0,1,2,0,0,0,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:12,65,22:42,65
20230331,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:34,64.8,21:40,65.2
20230401,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:42,64.6,22:30,65.4
20230402,3,1,0,1,0,0,0,1,1,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:07,64.4,22:28,65.6
20230403,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:39,64.2,22:37,65.8
20230404,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:38,64,21:34,66
20230405,3,1,0,0,0,0,0,1,0,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:41,63.8,22:38,66.2
20230406,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:14,63.7,21:35,66.3
20230407,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:58,63.5,22:03,66.5
20230408,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:20,63.4,21:53,66.6
20230409,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:10,63.3,22:58,66.7
20230410,3,1,0,1,0,0,0,0,0,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:40,63.2,22:35,66.8
20230411,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:47,63.1,23:44,66.9
20230412,3,1,0,1,2,0,0,0,0,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:09,63,22:36,67
20230413,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:17,63,23:33,67
20230414,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:27,63,21:41,67
20230415,3,1,0,1,2,0,0,1,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:30,63,21:05,67
20230416,3,1,0,0,0,0,0,1,0,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:10,63,22:31,67
20230417,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:55,63.1,22:29,66.9
20230418,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:52,63.2,22:33,66.8
20230419,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:43,63.3,21:47,66.7
20230420,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:04,63.4,23:18,66.6
20230421,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:12,63.5,23:17,66.5
20230422,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:53,63.7,22:05,66.3
20230423,3,1,0,1,0,0,0,1,0,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:36,63.8,23:32,66.2
20230424,3,1,0,0,2,0,0,1,1,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:21,64,21:39,66
20230425,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:45,64.2,21:52,65.8
20230426,3,1,0,1,0,0,0,1,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:26,64.4,22:39,65.6
20230427,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:32,64.6,22:09,65.4
20230428,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:14,64.8,21:29,65.2
20230429,3,1,0,1,0,0,0,1,0,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:29,65,21:45,65
20230430,3,1,0,0,2,0,0,0,1,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:46,65.2,21:25,64.8
20230501,3,1,0,0,2,0,0,0,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:26,65.4,23:52,64.6
20230502,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:49,65.6,21:16,64.4
20230503,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:10,65.8,21:12,64.2
20230504,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:47,66,21:08,64
20230505,3,1,0,1,0,0,0,1,1,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:15,66.2,21:16,63.8
20230506,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:45,66.3,21:12,63.7
20230507,3,1,0,1,2,0,0,0,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:19,66.5,21:41,63.5
20230508,3,1,0,0,2,0,0,0,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:01,66.6,23:38,63.4
20230509,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:08,66.7,21:10,63.3
20230510,3,1,0,0,0,0,0,1,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:53,66.8,22:57,63.2
20230511,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:17,66.9,23:14,63.1
20230512,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:18,67,23:25,63
20230513,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:21,67,23:12,63
20230514,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:20,67,23:06,63
20230515,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:07,67,21:23,63
20230516,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:16,67,21:42,63
20230517,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:40,66.9,21:39,63.1
20230518,3,1,0,1,1,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:31,66.8,21:54,63.2
20230519,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:04,66.7,21:41,63.3
20230520,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:20,66.6,21:09,63.4
20230521,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:09,66.5,22:26,63.5
20230522,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:16,66.3,22:36,63.7
20230523,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:47,66.2,22:31,63.8
20230524,3,1,0,1,0,0,0,1,1,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:41,66,21:52,64
20230525,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:02,65.8,23:51,64.2
20230526,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:28,65.6,21:31,64.4
20230527,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:20,65.4,23:24,64.6
20230528,3,1,0,0,0,0,0,1,0,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:16,65.2,22:11,64.8
20230529,3,1,0,0,0,0,0,0,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:29,65,23:13,65
20230530,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:40,64.8,22:40,65.2
20230531,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:29,64.6,21:25,65.4
20230601,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:40,64.4,23:54,65.6
20230602,3,1,0,1,2,0,0,0,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:24,64.2,22:36,65.8
20230603,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:59,64,22:19,66
20230604,3,1,0,1,0,0,0,0,0,0,5,1,1,0,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:37,63.8,22:09,66.2
20230605,3,1,0,1,2,0,0,1,0,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:37,63.7,21:09,66.3
20230606,3,1,0,1,2,0,0,0,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:20,63.5,23:14,66.5
20230607,3,1,0,1,1,0,0,1,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:09,63.4,21:52,66.6
20230608,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:16,63.3,23:52,66.7
