Date,Beans,Berries,Other Fruits,Cruciferous Vegetables,Greens,Other Vegetables,Flaxseeds,Nuts,Spices,Whole Grains,Beverages,Exercise,Vitamin B12,Vitamin D,Omega 3,Meal Water,Meal NegCal,Meal Vinegar,Meal Undistracted,Meal 20 Minutes,Daily Black Cumin,Daily Garlic,Daily Ginger,Daily NutriYeast,Daily Cumin,Daily Green Tea,Daily Hydrate,Daily Deflour Diet,Daily Front-Load,Daily Time-Restrict,Exercise Timing,Weight Twice,Complete Intentions,Nightly Fast,Nightly Sleep,Nightly Trendelenbrug,Weight AM Time,Weight AM Value,Weight PM Time,Weight PM Value
20251008,3,1,0,1,2,0,0,1,0,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:38,63.7,23:14,66.3
20251009,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:39,63.8,21:25,66.2
20251010,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:41,64,22:14,66
20251011,3,1,0,1,2,0,0,0,0,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:04,64.2,22:57,65.8
20251012,3,1,0,1,1,0,0,1,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:40,64.4,22:23,65.6
20251013,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:13,64.6,22:25,65.4
20251014,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:06,64.8,22:01,65.2
20251015,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:13,65,23:22,65
20251016,3,1,0,1,1,0,0,1,1,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:42,65.2,23:06,64.8
20251017,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:32,65.4,23:55,64.6
20251018,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:19,65.6,23:17,64.4
20251019,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:09,65.8,22:25,64.2
20251020,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:44,66,23:51,64
20251021,3,1,0,0,1,0,0,0,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:16,66.2,21:07,63.8
20251022,3,1,0,0,2,0,0,1,1,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:53,66.3,23:43,63.7
20251023,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:05,66.5,23:27,63.5
20251024,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:49,66.6,22:39,63.4
20251025,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:19,66.7,23:01,63.3
20251026,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:48,66.8,22:48,63.2
20251027,3,1,0,0,0,0,0,1,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:03,66.9,21:36,63.1
20251028,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:47,67,23:05,63
20251029,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:43,67,21:34,63
20251030,3,1,0,0,1,0,0,0,0,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:20,67,23:56,63
20251031,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:03,67,23:39,63
20251101,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:14,67,23:36,63
20251102,3,1,0,0,2,0,0,1,1,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:08,66.9,21:59,63.1
20251103,3,1,0,0,1,0,0,0,0,0,5,1,1,0,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:41,66.8,21:32,63.2
20251104,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:26,66.7,21:02,63.3
20251105,3,1,0,0,2,0,0,0,1,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:47,66.6,23:33,63.4
20251106,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:39,66.5,23:57,63.5
20251107,3,1,0,1,1,0,0,1,1,0,5,1,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:52,66.3,21:06,63.7
20251108,3,1,0,1,0,0,0,1,0,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:29,66.2,21:52,63.8
20251109,3,1,0,0,2,0,0,1,1,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:31,66,22:30,64
20251110,3,1,0,1,2,0,0,1,0,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:03,65.8,21:12,64.2
20251111,3,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:59,65.6,23:06,64.4
20251112,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:30,65.4,23:40,64.6
20251113,3,1,0,0,0,0,0,0,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:05,65.2,22:34,64.8
20251114,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:48,65,23:44,65
20251115,3,1,0,0,0,0,0,1,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:54,64.8,22:18,65.2
20251116,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:17,64.6,21:01,65.4
20251117,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:22,64.4,21:04,65.6
20251118,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:32,64.2,23:54,65.8
20251119,3,1,0,1,1,0,0,0,0,0,5,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:03,64,21:57,66
20251120,3,1,0,1,1,0,0,0,1,0,5,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:54,63.8,23:23,66.2
20251121,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,08:36,63.7,21:31,66.3
20251122,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:07,63.5,21:50,66.5
20251123,3,1,0,0,2,0,0,0,0,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:29,63.4,22:21,66.6
20251124,3,1,0,1,1,0,0,1,0,0,5,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,08:53,63.3,22:05,66.7
20251125,3,1,0,0,2,0,0,1,0,0,5,1,1,0,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:11,63.2,21:17,66.8
20251126,3,1,0,0,2,0,0,0,1,0,5,1,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,07:37,63.1,23:32,66.9
20251127,3,1,0,1,2,0,0,1,1,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:33,63,23:54,67
20251128,3,1,0,0,1,0,0,0,1,0,5,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:26,63,22:05,67
20251129,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:51,63,21:02,67
20251130,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:16,63,21:14,67
20251201,3,1,0,0,0,0,0,0,1,0,5,1,1,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,08:44,63,22:43,67
20251202,3,1,0,1,2,0,0,0,1,0,5,1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:19,63.1,22:21,66.9
20251203,3,1,0,0,1,0,0,0,0,0,5,1,1,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,07:50,63.2,23:29,66.8
20251204,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,07:49,63.3,22:39,66.7
20251205,3,1,0,0,0,0,0,1,1,0,5,1,1,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,07:30,63.4,22:07,66.6
20251206,3,1,0,0,1,0,0,1,1,0,5,1,1,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,08:37,63.5,23:47,66.5
